GT	Gx	Gy	Gz	Temperature	Gyrox	Gyroy	Gyroz
 1.028	 1.028	 0.004	-0.036	 21.5	-38.635	-26.932	-14.114
 1.031	 1.030	 0.007	-0.049	 21.6	-38.757	-26.733	-14.313
 1.027	 1.026	 0.002	-0.033	 21.6	-38.605	-26.901	-13.550
 1.026	 1.025	 0.005	-0.042	 21.5	-38.696	-26.962	-13.611
 1.027	 1.026	 0.001	-0.042	 21.6	-38.803	-26.855	-14.389
 1.029	 1.028	 0.002	-0.041	 21.5	-38.727	-26.993	-14.206
 1.033	 1.032	 0.000	-0.037	 21.5	-38.773	-26.962	-13.641
 1.026	 1.025	 0.010	-0.044	 21.5	-38.651	-26.886	-13.779
 1.025	 1.024	 0.002	-0.037	 21.5	-38.727	-26.978	-14.496
 1.028	 1.027	 0.005	-0.041	 21.5	-38.574	-26.825	-14.053
 1.021	 1.020	 0.001	-0.045	 21.5	-38.803	-26.840	-13.458
 1.025	 1.024	-0.002	-0.042	 21.5	-38.666	-26.886	-14.099
 1.028	 1.027	 0.000	-0.045	 21.5	-38.620	-26.993	-14.542
 1.025	 1.024	 0.001	-0.044	 21.5	-38.773	-26.840	-14.008
 1.026	 1.025	 0.002	-0.037	 21.6	-38.635	-26.917	-13.519
 1.018	 1.017	 0.003	-0.042	 21.6	-38.773	-26.901	-14.023
 1.026	 1.025	 0.007	-0.037	 21.5	-38.635	-26.871	-14.359
 1.031	 1.031	-0.001	-0.037	 21.6	-38.773	-26.855	-13.779
 1.027	 1.026	 0.001	-0.037	 21.5	-38.910	-26.779	-13.702
 1.032	 1.031	 0.004	-0.044	 21.5	-38.879	-26.749	-14.069
 1.028	 1.027	 0.003	-0.042	 21.5	-38.834	-27.084	-14.236
 1.025	 1.024	-0.006	-0.043	 21.5	-38.803	-26.825	-13.794
 1.027	 1.026	 0.001	-0.048	 21.5	-38.681	-26.855	-13.687
 1.026	 1.025	 0.004	-0.040	 21.6	-38.910	-26.779	-14.374
 1.026	 1.025	 0.004	-0.044	 21.6	-38.727	-26.947	-14.114
 1.029	 1.028	-0.005	-0.040	 21.5	-38.696	-26.978	-13.611
 1.023	 1.022	 0.001	-0.046	 21.6	-38.712	-26.764	-13.977
 1.037	 1.036	 0.006	-0.044	 21.6	-38.773	-26.840	-14.389
 1.021	 1.020	 0.000	-0.041	 21.5	-38.574	-26.886	-13.809
 1.025	 1.024	 0.000	-0.046	 21.6	-38.696	-26.810	-13.550
 1.020	 1.019	 0.000	-0.042	 21.4	-38.925	-26.749	-13.977
 1.023	 1.022	 0.003	-0.035	 21.6	-38.696	-26.978	-14.297
 1.027	 1.026	 0.005	-0.039	 21.6	-38.940	-26.855	-13.901
 1.027	 1.026	 0.004	-0.044	 21.5	-38.559	-26.932	-13.687
 1.025	 1.024	 0.003	-0.039	 21.5	-38.757	-26.672	-14.145
 1.017	 1.016	 0.006	-0.046	 21.6	-38.803	-26.688	-14.252
 1.021	 1.021	 0.001	-0.039	 21.5	-38.666	-26.840	-13.702
 1.030	 1.029	 0.004	-0.048	 21.6	-38.834	-26.855	-13.626
 1.031	 1.030	 0.004	-0.037	 21.5	-38.834	-26.962	-14.206
 1.031	 1.030	-0.001	-0.037	 21.6	-38.849	-26.855	-14.160
 1.029	 1.028	 0.008	-0.046	 21.5	-38.666	-26.901	-13.626
 1.023	 1.022	 0.005	-0.033	 21.4	-38.757	-26.886	-13.763
 1.023	 1.022	 0.005	-0.041	 21.5	-38.605	-26.840	-14.359
 1.025	 1.024	 0.002	-0.048	 21.5	-38.620	-26.917	-13.962
 1.018	 1.017	 0.000	-0.049	 21.6	-38.803	-26.978	-13.779
 1.023	 1.022	 0.006	-0.045	 21.6	-38.651	-27.039	-14.008
 1.026	 1.025	 0.007	-0.042	 21.6	-38.651	-26.917	-14.282
 1.027	 1.026	-0.000	-0.043	 21.5	-38.742	-26.932	-14.038
 1.024	 1.023	 0.006	-0.049	 21.5	-38.681	-26.794	-13.580
 1.021	 1.020	-0.001	-0.042	 21.6	-38.727	-26.825	-14.038
 1.028	 1.027	-0.003	-0.039	 21.5	-38.696	-27.039	-14.160
 1.032	 1.031	 0.003	-0.041	 21.5	-38.452	-26.901	-13.794
 1.024	 1.023	-0.002	-0.042	 21.7	-38.681	-26.917	-13.809
 1.025	 1.024	 0.002	-0.043	 21.5	-38.940	-26.855	-14.297
 1.031	 1.030	 0.006	-0.044	 21.5	-38.773	-26.871	-14.252
 1.026	 1.025	 0.002	-0.039	 21.6	-38.757	-26.993	-13.794
 1.023	 1.022	 0.002	-0.045	 21.6	-38.635	-26.810	-13.855
 1.023	 1.022	 0.002	-0.042	 21.5	-38.589	-26.825	-14.175
 1.025	 1.024	-0.003	-0.040	 21.6	-38.681	-26.855	-14.282
 1.026	 1.025	 0.002	-0.043	 21.5	-38.620	-27.008	-13.626
 1.022	 1.021	 0.003	-0.046	 21.6	-38.742	-26.917	-13.779
 1.022	 1.021	 0.002	-0.048	 21.6	-38.757	-26.688	-14.175
 1.024	 1.024	 0.000	-0.039	 21.5	-38.666	-26.840	-14.114
 1.029	 1.028	 0.007	-0.039	 21.5	-38.712	-26.810	-13.550
 1.029	 1.028	 0.001	-0.047	 21.6	-38.757	-26.962	-14.053
 1.024	 1.023	 0.004	-0.045	 21.6	-38.620	-27.008	-14.465
 1.027	 1.026	 0.002	-0.044	 21.5	-38.879	-26.764	-13.824
 1.026	 1.025	 0.000	-0.043	 21.6	-38.788	-26.993	-13.763
 1.032	 1.031	 0.002	-0.041	 21.6	-38.712	-26.993	-14.175
 1.026	 1.024	 0.001	-0.050	 21.6	-38.727	-26.672	-14.130
 1.025	 1.024	 0.003	-0.044	 21.6	-38.727	-26.794	-13.657
 1.025	 1.024	 0.002	-0.041	 21.6	-38.712	-26.749	-13.702
 1.027	 1.027	 0.001	-0.034	 21.6	-38.635	-26.855	-14.114
 1.021	 1.021	 0.006	-0.036	 21.6	-38.834	-26.917	-14.069
 1.030	 1.029	 0.003	-0.040	 21.7	-38.696	-26.855	-13.474
 1.025	 1.023	 0.004	-0.053	 21.5	-38.712	-26.749	-13.779
 1.025	 1.024	 0.003	-0.039	 21.6	-38.864	-26.947	-14.359
 1.027	 1.026	 0.005	-0.049	 21.5	-38.727	-26.886	-14.084
 1.026	 1.025	 0.003	-0.048	 21.6	-38.757	-26.871	-13.687
 1.029	 1.028	 0.004	-0.041	 21.5	-38.773	-26.901	-14.023
 1.019	 1.018	 0.005	-0.042	 21.6	-38.651	-26.917	-14.374
 1.027	 1.025	-0.001	-0.051	 21.6	-38.925	-26.810	-14.130
 1.026	 1.025	 0.004	-0.040	 21.6	-38.712	-26.825	-13.351
 1.033	 1.032	 0.000	-0.035	 21.6	-38.849	-26.810	-13.947
 1.022	 1.021	 0.002	-0.046	 21.7	-38.788	-26.871	-14.496
 1.022	 1.021	-0.001	-0.047	 21.5	-38.696	-26.886	-13.855
 1.022	 1.021	 0.001	-0.041	 21.6	-38.727	-26.901	-13.672
 1.029	 1.028	 0.003	-0.034	 21.6	-38.818	-27.054	-14.175
 1.030	 1.029	-0.001	-0.051	 21.5	-38.879	-26.764	-14.389
 1.028	 1.027	 0.006	-0.045	 21.5	-38.651	-26.642	-13.901
 1.024	 1.023	 0.006	-0.039	 21.5	-38.681	-26.733	-13.840
 1.031	 1.030	 0.001	-0.037	 21.6	-38.727	-27.039	-14.404
 1.024	 1.022	-0.007	-0.051	 21.6	-38.452	-26.993	-14.175
 1.023	 1.022	 0.004	-0.042	 21.7	-38.727	-26.794	-13.687
 1.024	 1.023	 0.004	-0.033	 21.6	-38.895	-27.008	-13.962
 1.021	 1.021	 0.005	-0.042	 21.5	-38.651	-26.947	-14.267
 1.022	 1.021	 0.001	-0.042	 21.6	-38.727	-26.764	-14.084
 1.024	 1.023	 0.005	-0.052	 21.6	-38.803	-26.596	-13.580
 1.025	 1.025	 0.004	-0.040	 21.7	-38.773	-26.932	-13.916
 1.020	 1.019	 0.008	-0.046	 21.5	-38.666	-26.749	-14.282
 1.023	 1.022	 0.000	-0.041	 21.6	-38.651	-26.733	-14.084
 1.025	 1.024	-0.003	-0.042	 21.5	-38.666	-26.978	-13.519
 1.024	 1.023	 0.003	-0.037	 21.5	-38.834	-26.932	-14.053
 1.029	 1.028	 0.000	-0.039	 21.6	-38.712	-26.901	-14.481
 1.025	 1.024	 0.007	-0.037	 21.6	-38.803	-26.794	-13.474
 1.026	 1.025	 0.006	-0.038	 21.5	-38.696	-26.794	-13.657
 1.027	 1.027	 0.003	-0.037	 21.6	-38.696	-26.779	-14.221
 1.025	 1.024	-0.001	-0.041	 21.6	-38.773	-26.932	-14.328
 1.026	 1.024	-0.002	-0.050	 21.5	-38.620	-26.855	-13.718
 1.024	 1.023	-0.002	-0.039	 21.6	-38.742	-26.962	-13.718
 1.029	 1.028	 0.000	-0.035	 21.6	-38.803	-26.840	-14.389
 1.028	 1.027	 0.006	-0.043	 21.5	-38.757	-26.886	-14.053
 1.029	 1.027	 0.003	-0.050	 21.5	-38.437	-26.764	-13.626
 1.021	 1.020	 0.005	-0.042	 21.6	-38.712	-26.810	-13.885
 1.024	 1.024	 0.001	-0.039	 21.5	-38.803	-26.871	-14.450
 1.026	 1.025	 0.007	-0.055	 21.6	-38.696	-26.962	-14.130
 1.027	 1.026	 0.002	-0.042	 21.6	-38.803	-26.947	-13.565
 1.030	 1.029	-0.001	-0.047	 21.5	-38.635	-26.932	-13.916
 1.026	 1.026	 0.002	-0.037	 21.6	-38.651	-26.855	-14.481
 1.027	 1.026	 0.004	-0.035	 21.6	-38.727	-27.008	-13.840
 1.021	 1.020	 0.000	-0.032	 21.5	-38.620	-26.764	-13.535
 1.024	 1.023	-0.001	-0.039	 21.5	-38.773	-26.733	-14.053
 1.027	 1.026	 0.005	-0.052	 21.5	-38.757	-26.779	-14.206
 1.027	 1.026	 0.002	-0.045	 21.5	-38.727	-26.901	-13.748
 1.022	 1.021	 0.004	-0.041	 21.6	-38.742	-26.810	-13.535
 1.027	 1.026	-0.003	-0.038	 21.6	-38.818	-27.023	-14.374
 1.017	 1.016	 0.004	-0.034	 21.6	-38.925	-27.054	-14.221
 1.031	 1.031	 0.002	-0.040	 21.5	-38.834	-26.901	-13.824
 1.027	 1.026	-0.001	-0.047	 21.5	-38.696	-26.932	-13.809
 1.022	 1.022	 0.001	-0.037	 21.5	-38.803	-26.794	-14.404
 1.024	 1.023	 0.007	-0.045	 21.5	-38.605	-27.145	-14.099
 1.028	 1.027	 0.002	-0.033	 21.6	-38.895	-26.840	-13.565
 1.024	 1.023	 0.003	-0.043	 21.5	-38.849	-26.947	-14.084
 1.022	 1.021	 0.003	-0.038	 21.6	-38.864	-26.810	-14.191
 1.024	 1.024	 0.004	-0.037	 21.5	-38.788	-26.825	-14.084
 1.032	 1.031	-0.002	-0.040	 21.5	-38.788	-26.947	-13.626
 1.029	 1.028	-0.001	-0.040	 21.5	-38.956	-26.810	-14.099
 1.022	 1.022	 0.000	-0.038	 21.5	-38.879	-26.810	-14.206
 1.024	 1.023	 0.006	-0.033	 21.5	-38.818	-26.840	-13.794
 1.026	 1.025	-0.001	-0.042	 21.6	-38.696	-26.840	-13.489
 1.035	 1.034	 0.000	-0.047	 21.5	-38.879	-26.840	-14.236
 1.025	 1.024	-0.002	-0.037	 21.6	-38.666	-26.978	-14.511
 1.022	 1.021	 0.002	-0.039	 21.6	-38.803	-26.978	-13.748
 1.028	 1.027	 0.002	-0.036	 21.5	-38.635	-26.840	-13.641
 1.024	 1.022	 0.005	-0.048	 21.6	-38.696	-26.596	-14.099
 1.030	 1.030	 0.001	-0.039	 21.6	-38.849	-26.794	-14.130
 1.032	 1.031	-0.000	-0.041	 21.5	-38.727	-26.993	-13.702
 1.032	 1.031	-0.001	-0.038	 21.6	-38.620	-27.023	-13.809
 1.025	 1.024	-0.004	-0.043	 21.6	-38.727	-26.871	-14.267
 1.020	 1.019	 0.000	-0.043	 21.6	-38.818	-26.871	-14.160
 1.022	 1.021	 0.005	-0.042	 21.6	-38.788	-26.932	-13.550
 1.020	 1.019	 0.000	-0.045	 21.5	-38.879	-26.962	-13.840
 1.023	 1.022	-0.000	-0.043	 21.5	-38.803	-26.901	-14.252
 1.022	 1.021	 0.001	-0.043	 21.5	-38.788	-26.917	-13.809
 1.028	 1.027	 0.002	-0.044	 21.6	-38.757	-26.901	-13.687
 1.027	 1.026	 0.006	-0.040	 21.6	-38.712	-26.901	-13.992
 1.028	 1.028	 0.000	-0.040	 21.5	-38.528	-26.779	-14.526
 1.023	 1.022	 0.002	-0.048	 21.5	-38.620	-26.901	-13.763
 1.021	 1.020	 0.006	-0.039	 21.5	-39.047	-26.733	-13.733
 1.023	 1.022	 0.002	-0.044	 21.4	-38.666	-27.039	-14.252
 1.027	 1.026	 0.002	-0.044	 21.5	-38.620	-26.749	-14.145
 1.028	 1.027	 0.003	-0.034	 21.6	-38.696	-26.794	-13.763
 1.029	 1.028	 0.001	-0.040	 21.6	-38.895	-27.069	-13.992
 1.021	 1.021	 0.001	-0.038	 21.6	-38.742	-26.947	-14.343
 1.022	 1.021	-0.002	-0.049	 21.5	-38.666	-27.008	-14.069
 1.028	 1.027	 0.002	-0.048	 21.5	-38.773	-26.917	-13.611
 1.022	 1.021	 0.001	-0.042	 21.6	-38.925	-26.978	-13.824
 1.025	 1.024	 0.002	-0.040	 21.5	-38.712	-26.871	-14.297
 1.034	 1.033	 0.001	-0.043	 21.5	-38.773	-26.932	-14.053
 1.021	 1.021	 0.004	-0.043	 21.6	-38.681	-26.962	-13.565
 1.025	 1.024	 0.000	-0.041	 21.6	-38.605	-26.749	-14.008
 1.022	 1.021	 0.007	-0.045	 21.6	-38.757	-26.718	-14.282
 1.029	 1.028	 0.001	-0.042	 21.5	-38.788	-27.054	-14.008
 1.021	 1.020	-0.001	-0.038	 21.6	-38.849	-26.901	-13.596
 1.018	 1.017	 0.004	-0.038	 21.5	-38.528	-26.810	-13.992
 1.026	 1.024	-0.001	-0.048	 21.7	-38.666	-26.810	-14.603
 1.029	 1.028	 0.006	-0.042	 21.6	-38.605	-26.749	-13.962
 1.026	 1.026	 0.002	-0.042	 21.5	-38.712	-27.008	-13.580
 1.027	 1.026	 0.001	-0.050	 21.5	-38.803	-26.749	-14.236
 1.020	 1.019	 0.001	-0.051	 21.6	-38.589	-26.779	-14.221
 1.025	 1.025	 0.000	-0.031	 21.6	-38.849	-26.962	-13.580
 1.018	 1.017	-0.002	-0.042	 21.5	-38.727	-27.039	-13.718
 1.027	 1.026	 0.002	-0.036	 21.6	-38.818	-26.657	-14.404
 1.030	 1.030	 0.001	-0.044	 21.4	-38.818	-27.115	-14.160
 1.024	 1.023	-0.005	-0.042	 21.7	-38.559	-26.886	-13.611
 1.024	 1.023	-0.002	-0.040	 21.6	-38.818	-27.008	-13.718
 1.022	 1.021	 0.005	-0.043	 21.6	-38.712	-26.840	-14.359
 1.025	 1.024	 0.003	-0.045	 21.5	-38.773	-26.764	-13.885
 1.029	 1.028	 0.000	-0.042	 21.6	-38.757	-26.794	-13.504
 1.024	 1.023	 0.001	-0.043	 21.6	-38.757	-26.886	-14.069
 1.024	 1.022	 0.001	-0.047	 21.6	-38.788	-27.100	-14.481
 1.021	 1.020	 0.005	-0.033	 21.5	-38.666	-26.886	-13.809
 1.027	 1.026	 0.002	-0.047	 21.6	-38.727	-27.008	-13.412
 1.026	 1.024	 0.006	-0.053	 21.6	-38.681	-26.764	-14.297
 1.025	 1.024	 0.004	-0.044	 21.5	-38.651	-26.962	-14.313
 1.021	 1.021	-0.001	-0.035	 21.5	-38.910	-26.917	-13.733
 1.026	 1.025	 0.004	-0.038	 21.6	-38.834	-26.840	-13.641
 1.025	 1.024	 0.005	-0.046	 21.5	-38.544	-27.039	-14.389
 1.029	 1.027	 0.003	-0.049	 21.4	-38.864	-26.718	-14.221
 1.027	 1.026	 0.004	-0.048	 21.5	-38.742	-26.825	-13.687
 1.028	 1.027	 0.006	-0.039	 21.6	-38.803	-26.749	-13.672
 1.024	 1.023	 0.005	-0.042	 21.6	-38.666	-26.962	-14.404
 1.028	 1.028	 0.002	-0.039	 21.6	-38.757	-26.794	-14.038
 1.024	 1.022	 0.002	-0.049	 21.6	-38.620	-26.718	-13.626
 1.021	 1.020	 0.010	-0.039	 21.7	-38.528	-26.657	-14.023
 1.030	 1.030	 0.001	-0.035	 21.5	-38.712	-27.008	-14.297
 1.023	 1.022	 0.000	-0.040	 21.6	-38.696	-26.749	-14.145
 1.022	 1.021	-0.000	-0.038	 21.5	-38.925	-26.871	-13.565
 1.019	 1.019	 0.000	-0.044	 21.5	-38.666	-26.840	-14.099
 1.022	 1.021	 0.002	-0.048	 21.6	-38.727	-26.855	-14.633
 1.023	 1.022	 0.001	-0.037	 21.6	-38.818	-26.917	-13.718
 1.020	 1.020	 0.004	-0.035	 21.6	-38.666	-26.978	-13.611
 1.028	 1.028	 0.000	-0.041	 21.5	-38.666	-26.840	-14.038
 1.022	 1.021	 0.000	-0.045	 21.5	-38.895	-26.733	-14.328
 1.021	 1.020	 0.006	-0.038	 21.6	-38.864	-26.825	-13.916
 1.029	 1.028	 0.005	-0.048	 21.6	-38.803	-26.855	-13.535
 1.023	 1.022	 0.003	-0.042	 21.5	-38.574	-26.779	-14.236
 1.023	 1.022	 0.005	-0.042	 21.6	-38.605	-27.206	-14.236
 1.020	 1.019	 0.002	-0.046	 21.6	-38.651	-26.886	-13.489
 1.023	 1.023	 0.009	-0.038	 21.6	-38.727	-27.039	-13.992
 1.027	 1.026	 0.002	-0.040	 21.5	-38.757	-27.008	-14.313
 1.024	 1.023	-0.002	-0.045	 21.5	-38.635	-26.947	-14.160
 1.029	 1.029	 0.001	-0.033	 21.5	-38.651	-26.901	-13.611
 1.026	 1.025	 0.007	-0.039	 21.5	-38.803	-26.917	-14.069
 1.029	 1.028	 0.002	-0.045	 21.6	-38.727	-26.947	-14.420
 1.031	 1.029	-0.001	-0.054	 21.5	-38.803	-26.718	-13.977
 1.027	 1.026	-0.000	-0.046	 21.6	-38.803	-26.978	-13.657
 1.025	 1.024	 0.002	-0.042	 21.5	-38.788	-26.871	-14.084
 1.025	 1.024	 0.002	-0.041	 21.5	-38.513	-26.871	-14.206
 1.021	 1.019	 0.001	-0.054	 21.6	-38.834	-26.871	-13.794
 1.025	 1.025	 0.004	-0.035	 21.6	-38.818	-26.810	-13.535
 1.029	 1.029	 0.005	-0.036	 21.6	-38.589	-26.703	-14.221
 1.026	 1.026	 0.008	-0.038	 21.6	-38.651	-26.703	-14.313
 1.028	 1.028	 0.003	-0.038	 21.6	-38.818	-27.054	-13.840
 1.024	 1.024	 0.001	-0.034	 21.6	-38.574	-26.901	-13.794
 1.024	 1.023	-0.001	-0.047	 21.5	-38.849	-26.657	-14.465
 1.027	 1.027	 0.004	-0.042	 21.4	-38.605	-26.871	-14.252
 1.027	 1.026	 0.001	-0.046	 21.5	-38.620	-26.947	-13.565
 1.026	 1.025	 0.007	-0.046	 21.6	-38.574	-27.115	-13.687
 1.024	 1.022	 0.006	-0.047	 21.5	-38.651	-27.008	-14.465
 1.023	 1.022	 0.001	-0.043	 21.6	-38.712	-26.825	-14.206
 1.025	 1.024	 0.000	-0.042	 21.5	-38.742	-26.779	-13.535
 1.026	 1.025	 0.002	-0.031	 21.5	-38.681	-26.978	-13.855
 1.025	 1.024	 0.004	-0.044	 21.6	-38.742	-26.917	-14.343
 1.027	 1.026	 0.003	-0.037	 21.6	-38.666	-26.978	-13.596
 1.023	 1.022	-0.000	-0.042	 21.5	-38.925	-26.993	-13.504
 1.033	 1.032	-0.001	-0.042	 21.5	-38.742	-26.917	-14.236
 1.025	 1.024	 0.004	-0.046	 21.6	-38.635	-26.993	-14.587
 1.031	 1.031	 0.002	-0.038	 21.5	-38.651	-26.886	-13.672
 1.023	 1.022	 0.005	-0.047	 21.6	-38.803	-26.794	-13.596
 1.019	 1.019	 0.004	-0.038	 21.5	-38.559	-26.947	-14.267
 1.027	 1.026	 0.005	-0.044	 21.6	-38.803	-26.825	-14.160
 1.017	 1.016	-0.001	-0.033	 21.5	-38.757	-26.917	-13.885
 1.035	 1.034	 0.004	-0.043	 21.6	-38.757	-26.932	-13.565
 1.022	 1.021	 0.000	-0.049	 21.6	-38.681	-26.855	-14.191
 1.028	 1.028	 0.001	-0.043	 21.6	-38.803	-26.840	-14.008
 1.030	 1.029	 0.003	-0.049	 21.6	-38.696	-26.871	-13.733
 1.022	 1.021	 0.003	-0.041	 21.5	-38.574	-26.825	-13.855
 1.026	 1.026	-0.000	-0.041	 21.5	-38.651	-26.825	-14.450
 1.028	 1.028	-0.001	-0.043	 21.6	-38.773	-26.840	-13.962
 1.027	 1.026	 0.010	-0.037	 21.5	-38.818	-26.871	-13.580
 1.028	 1.028	 0.007	-0.035	 21.5	-38.589	-26.840	-14.008
 1.020	 1.020	 0.005	-0.044	 21.6	-38.742	-26.978	-14.252
 1.018	 1.017	 0.000	-0.036	 21.5	-38.773	-26.825	-13.885
 1.022	 1.021	 0.009	-0.035	 21.6	-38.757	-26.764	-13.763
 1.024	 1.024	 0.001	-0.036	 21.5	-38.757	-26.901	-14.145
 1.029	 1.028	 0.001	-0.045	 21.6	-38.574	-26.764	-14.328
 1.032	 1.031	-0.001	-0.042	 21.5	-38.620	-26.749	-13.840
 1.026	 1.025	 0.006	-0.047	 21.5	-38.635	-27.054	-13.489
 1.023	 1.022	 0.000	-0.048	 21.5	-38.803	-27.023	-14.221
 1.028	 1.027	 0.001	-0.042	 21.5	-38.818	-26.917	-14.191
 1.023	 1.022	 0.002	-0.041	 21.6	-38.589	-26.794	-13.702
 1.022	 1.022	 0.004	-0.038	 21.6	-38.574	-27.039	-13.718
 1.028	 1.027	 0.004	-0.049	 21.6	-38.712	-26.688	-14.435
 1.024	 1.023	 0.005	-0.043	 21.6	-38.757	-26.627	-14.160
 1.026	 1.024	 0.001	-0.051	 21.6	-38.803	-26.794	-13.474
 1.026	 1.025	 0.003	-0.044	 21.6	-38.757	-26.886	-13.916
 1.023	 1.022	 0.001	-0.045	 21.5	-38.742	-26.840	-14.252
 1.023	 1.022	 0.001	-0.042	 21.6	-38.727	-26.810	-14.145
 1.025	 1.025	 0.006	-0.034	 21.6	-38.620	-26.871	-13.474
 1.025	 1.023	 0.006	-0.049	 21.6	-38.651	-26.962	-13.977
 1.028	 1.027	 0.003	-0.031	 21.6	-38.757	-26.672	-14.450
 1.029	 1.028	 0.001	-0.035	 21.5	-38.681	-26.962	-13.916
 1.029	 1.028	 0.003	-0.043	 21.6	-38.818	-26.962	-13.596
 1.028	 1.027	-0.002	-0.049	 21.6	-38.696	-26.901	-14.053
 1.028	 1.027	 0.003	-0.043	 21.6	-38.757	-26.855	-14.313
 1.031	 1.030	-0.006	-0.041	 21.6	-38.666	-26.733	-13.687
 1.023	 1.022	 0.007	-0.042	 21.5	-38.742	-26.932	-13.489
 1.027	 1.026	 0.000	-0.044	 21.5	-38.986	-27.008	-14.099
 1.022	 1.021	 0.002	-0.042	 21.6	-38.864	-27.054	-14.130
 1.028	 1.027	 0.001	-0.042	 21.6	-38.803	-26.810	-13.596
 1.025	 1.024	 0.001	-0.039	 21.5	-38.773	-26.962	-13.824
 1.025	 1.024	 0.004	-0.043	 21.6	-38.483	-26.840	-14.328
 1.028	 1.027	 0.003	-0.035	 21.6	-38.742	-26.749	-13.977
 1.026	 1.024	 0.001	-0.048	 21.7	-38.651	-26.932	-13.626
 1.029	 1.029	 0.005	-0.039	 21.6	-38.681	-26.825	-13.901
 1.022	 1.021	 0.007	-0.038	 21.6	-38.818	-27.054	-14.343
 1.026	 1.025	 0.003	-0.042	 21.5	-38.834	-26.810	-14.053
 1.027	 1.026	 0.010	-0.039	 21.6	-38.849	-26.764	-13.550
 1.018	 1.018	 0.001	-0.035	 21.6	-38.727	-26.993	-14.038
 1.027	 1.026	 0.006	-0.044	 21.5	-38.803	-26.825	-14.389
 1.027	 1.026	 0.002	-0.040	 21.5	-38.849	-26.947	-13.870
 1.027	 1.026	-0.000	-0.046	 21.6	-38.651	-26.810	-13.489
 1.024	 1.023	-0.003	-0.046	 21.5	-38.757	-26.779	-14.221
 1.024	 1.023	 0.000	-0.045	 21.6	-38.834	-26.993	-14.267
 1.026	 1.025	-0.001	-0.037	 21.6	-38.834	-26.825	-13.718
 1.028	 1.027	 0.007	-0.043	 21.6	-38.864	-26.932	-13.657
 1.029	 1.028	 0.002	-0.036	 21.5	-38.773	-26.794	-14.313
 1.025	 1.024	-0.002	-0.046	 21.6	-38.803	-26.947	-14.252
 1.022	 1.021	 0.000	-0.043	 21.5	-38.498	-26.840	-13.611
 1.026	 1.026	 0.000	-0.041	 21.6	-38.757	-26.779	-13.687
 1.023	 1.023	 0.005	-0.039	 21.6	-38.574	-26.810	-14.374
 1.023	 1.022	 0.006	-0.036	 21.6	-38.666	-26.855	-14.099
 1.026	 1.025	 0.002	-0.048	 21.6	-38.834	-26.932	-13.565
 1.025	 1.025	 0.000	-0.025	 21.5	-38.574	-26.917	-13.916
 1.032	 1.031	 0.006	-0.035	 21.5	-38.834	-26.871	-14.389
 1.021	 1.021	 0.005	-0.044	 21.6	-38.803	-27.054	-13.901
 1.021	 1.021	 0.002	-0.036	 21.6	-38.773	-27.084	-13.702
 1.018	 1.017	 0.001	-0.039	 21.5	-38.834	-27.023	-14.038
 1.023	 1.022	 0.003	-0.040	 21.5	-38.727	-26.871	-14.328
 1.025	 1.024	 0.001	-0.043	 21.6	-38.818	-26.947	-13.992
 1.023	 1.022	 0.002	-0.044	 21.6	-38.681	-26.917	-13.474
 1.023	 1.022	-0.000	-0.043	 21.6	-38.559	-26.886	-14.221
 1.026	 1.025	-0.000	-0.039	 21.6	-38.788	-26.810	-14.297
 1.026	 1.026	 0.004	-0.040	 21.6	-38.757	-26.962	-13.641
 1.031	 1.030	 0.005	-0.043	 21.5	-38.879	-26.871	-13.596
 1.022	 1.021	 0.005	-0.046	 21.6	-38.757	-26.855	-14.450
 1.021	 1.020	 0.002	-0.045	 21.6	-38.544	-26.917	-14.252
 1.023	 1.022	-0.000	-0.037	 21.6	-38.742	-26.840	-13.565
 1.019	 1.019	 0.000	-0.043	 21.7	-38.651	-26.917	-13.885
 1.030	 1.029	 0.008	-0.042	 21.6	-38.757	-26.947	-14.267
 1.024	 1.023	 0.008	-0.044	 21.5	-38.788	-26.825	-14.038
